Content Type,Name,Primary Genre,Secondary Genre,Synopsis,Age Rating,Rating Score,Theatrical Release Year,Director ,Cast,Runtime (minutes),keywords2,keywords3,keywords4
Movie,Gorosthane Sabdhan,Detective,,"The grave of Thomas Godwin has been mysteriously dug up. Watch another quest where Feluda, Topse and Jatayu return to solve another mystery in ""Gorosthane Sabdhan"".",U,1,2015,Morshedul Islam,"Gazi Rakayet, Jyotika Jyoti, Misa Sawdagar, Aref Syed",120,grave Thomas Godwin mysteriously dug,grave Thomas Godwin,"grave, Thomas, Godwin, mysteriously, dug, up., Watch, quest, Feluda,, Topse, Jatayu, return, solve, mystery, ""Gorosthane, Sabdhan""."
Movie,Piprabidya,Drama,,The attraction of the big city - and a simple man's dreams. How many lives will be changed by the videos on a phone? Watch the dark comedy on hoichoi.,U/A 7+,2,2017,Kaushik Ganguly,"Riddhi Sen, Ritwick Chakraborty, Bidipta Chakraborty, Sujan Mukherjee, Indrashish Roy",114,attraction big city - simple,attraction big city,"attraction, big, city, -, simple, man's, dreams., lives, changed, videos, phone?, Watch, dark, comedy, hoichoi."
Movie,Shantilal O Projapoti Rohoshyo,Thriller,,"Shantilal, a jarred weather reporter, discovers a startling secret about famous actress Nandita who is about to join politics. Shantilal turns detective and tries to uncover the buried truth that may give him his biggest headline yet!",A 18+,5,2010,Sandip Ray,"Sabyasachi Chakrabarty, Saheb Bhattacherjee, Bibhu Bhattacharya",100,"Shantilal, jarred weather reporter, discovers","Shantilal, jarred weather","Shantilal,, jarred, weather, reporter,, discovers, startling, secret, famous, actress, Nandita, join, politics., Shantilal, turns, detective, tries, uncover, buried, truth, biggest, headline, yet!"
Movie,Television,Drama,,"A fight for the right to imagination, beyond restrictions. Can television open a new window for the people in a village? Watch Television on hoichoi.",U/A 7+,2,2014,Mostofa Sarwar Farooki,"Sheena Chohan, Noor Imran Mithu, G. Sumdany Don, Mukit Zakaria",92,"fight right imagination, restrictions. television","fight right imagination,","fight, right, imagination,, restrictions., television, open, new, window, people, village?, Watch, Television, hoichoi."
Movie,Kedara,Drama,,A despairing man fights against loneliness - with a dying art form. Can a chair open a door to a new world for him? Watch Indraadip Das Gupta's film on hoichoi.,U/A 16+,4,2019,Pratim D. Gupta,"Ritwick Chakraborty, Paoli Dam, Goutam Ghose, Akshay Kapoor, Alakananda Ray, Ambarish Bhattacharya, Chitrangada Chakraborty, Sanghasri Sinha",102,despairing man fights loneliness -,despairing man fights,"despairing, man, fights, loneliness, -, dying, art, form., chair, open, door, new, world, him?, Watch, Indraadip, Das, Gupta's, film, hoichoi."
Movie,Kathbirali,Romantic,,"Hasu's life revolves around his childhood friend Anish and the love of his life Kajol. When he decides to settle down, life takes an unexpected turn where the people around him are at stake.",U/A 7+,2,2013,Mostofa Sarwar Farooki,"Kazi Shahir Huda Rumi, Chanchal Chowdhury, Nusrat Imrose Tisha, Mosharraf Karim, Mukit Zakaria, Shamim Shahed, Robena Reza Jui",108,Hasu's life revolves childhood friend,Hasu's life revolves,"Hasu's, life, revolves, childhood, friend, Anish, love, life, Kajol., decides, settle, down,, life, takes, unexpected, turn, people, stake."
Movie,Konttho,Social,Drama,"A famous radio presenter, Arjun's life falls apart after being diagnosed with laryngeal cancer and losing his voice. As he refuses to give up, Romila comes to the rescue to start his journey again.",U,1,2019,Indraadip Dasgupta,"Kaushik Ganguly, Rudranil Ghosh, Bidipta Chakraborty, Joydeep Kundu, Moushumi Sanyal Dasgupta, Indranil Roy",112,"famous radio presenter, Arjun's life","famous radio presenter,","famous, radio, presenter,, Arjun's, life, falls, apart, diagnosed, laryngeal, cancer, losing, voice., refuses, up,, Romila, comes, rescue, start, journey, again."
Movie,Robibaar,Drama,,"An estranged couple, a chance meeting, and a day of reflection. Will they face their old pains in a few hours? Watch the Prosenjit Chatterjee movie on hoichoi.",U/A 13+ ,3,2020,Niamul Mukta,"Orchita Sporshia, Asaduzzaman Abir, Sayed Zaman Shawon, Shahriar Ferdous Sazeeb, Hindol Roy, A K Azad Shetu, Tasnim",110,"estranged couple, chance meeting, day","estranged couple, chance","estranged, couple,, chance, meeting,, day, reflection., face, old, pains, hours?, Watch, Prosenjit, Chatterjee, movie, hoichoi."
Movie,Sraboner Dhara,Drama,,A man lost in the darkness of his mind: who will hold his hand? The tale of an Alzheimer's patient and his caregivers. Watch the Soumitra Chatterjee movie on hoichoi.,U/A 7+,2,2019,"Nandita Roy, Shiboprasad Mukherjee","Shiboprasad Mukherjee, Paoli Dam, Jaya Ahsan",140,man lost darkness mind: hold,man lost darkness,"man, lost, darkness, mind:, hold, hand?, tale, Alzheimer's, patient, caregivers., Watch, Soumitra, Chatterjee, movie, hoichoi."
Movie,Gotro,Drama,,"Mukti Debi, an educated and conservative elderly Hindu woman, is unaware of the religious identity of her newly employed caretaker, Tareq Ali. Soon, a maternal bond is formed between the two. Will barriers of religion and society tear them apart?  ",U/A 7+,2,2019,Atanu Ghosh,"Prosenjit Chatterjee, Jaya Ahsan",113,"Mukti Debi, educated conservative elderly","Mukti Debi, educated","Mukti, Debi,, educated, conservative, elderly, Hindu, woman,, unaware, religious, identity, newly, employed, caretaker,, Tareq, Ali., Soon,, maternal, bond, formed, two., barriers, religion, society, tear, apart?"
Movie,Devi,Drama,,"Devdas returns after 100 years, as a woman. This retelling of a classic is about a woman lost in darkness, for love. Watch  the Paoli Dam movie on hoichoi.",A 18+,5,2020,"Sudeshna Roy, Abhijit Guha","Soumitra Chatterjee, Parambrata Chatterjee, Gargi Roychowdhury, Basabdatta Chatterjee",108,"Devdas returns 100 years, woman.",Devdas returns 100,"Devdas, returns, 100, years,, woman., retelling, classic, woman, lost, darkness,, love., Watch, Paoli, Dam, movie, hoichoi."
Movie,Love Aaj Kal Porshu,Romance,,"Love that remains the same - through time… A tale of two people who find each other - across ages, beyond faces. Watch this romantic movie by Pratim D Gupta on hoichoi.",U/A 16+,4,2019,"Nandita Roy, Shiboprasad Mukherjee","Anusua Majumder, Nigel Akara, Manali Manisha Dey, Kharaj Mukherjee",138,Love remains - time… tale,Love remains -,"Love, remains, -, time…, tale, people, -, ages,, faces., Watch, romantic, movie, Pratim, D, Gupta, hoichoi."
Movie,Prof. Shanku O El Dorado,Science,Fiction,"Professor Shanku, a scientist, and Nakur Babu, a clairvoyant, visit São Paolo in search of the mythical city of El Dorado. The journey becomes troublesome with mysteries and Nakur's extraordinary power of seeing the future.",U/A 7+,2,2017,Rick Basu,"Paoli Dam, Shataf Figar, Rima Guhathakurta, Elena Kazan, Shubh, Rachel White",116,"Professor Shanku, scientist, Nakur Babu,","Professor Shanku, scientist,","Professor, Shanku,, scientist,, Nakur, Babu,, clairvoyant,, visit, São, Paolo, search, mythical, city, El, Dorado., journey, troublesome, mysteries, Nakur's, extraordinary, power, seeing, future."
Movie,Dwitiyo Purush,Thriller,,"A killer, released from prison is on a killing spree. Is he looking for revenge - or something more? Watch the thriller by Srijit Mukherji on hoichoi!",U/A 16+,4,2020,Pratim D Gupta,"Arjun Chakraborty, Madhumita Sarcar, Paoli Dam, Anindita Bose, Anirban Chakrabarti, Avijit Guha",103,"killer, released prison killing spree.","killer, released prison","killer,, released, prison, killing, spree., looking, revenge, -, more?, Watch, thriller, Srijit, Mukherji, hoichoi!"
Movie,Abby Sen,Fiction,Comedy,This Bengali film is about a science enthusiast who gets a chance to time-travel. Can he find an easier life in the 80s? Watch this Abir Chatterjee film on hoichoi.,U/A 7+,2,2019,Sandip Ray,"Dhritiman Chatterji, Shubhashish Mukherjee, Uday Shankar Pal, Shubhrojit Dutta, Ratan Sarkhel, Roney Facchini, Ricardo Dantas, Eduardo Munniz, Jacqueline Mazarella, Fernando Coelho, Felipe Montanari, Meyerber Tapajos, Leonardo Milon de Oliveira, Augusto Cesar",92,Bengali film science enthusiast gets,Bengali film science,"Bengali, film, science, enthusiast, gets, chance, time-travel., easier, life, 80s?, Watch, Abir, Chatterjee, film, hoichoi."
Movie,Ghawre Bairey Aaj,Political,Drama,"A modern retelling of Tagore's timeless tale, this story captures a love triangle amidst social unrest. Watch the Aparna Sen movie now on hoichoi.",A 18+,5,2020,Srijit Mukherji,"Parambrata Chattopadhyay, Anirban Bhattacharya, Rwitobroto Bhattacharya, Gaurav Chakrabarty, Raima Sen, Abir Chatterjee, Riddhima Ghosh",127,"modern retelling Tagore's timeless tale,",modern retelling Tagore's,"modern, retelling, Tagore's, timeless, tale,, story, captures, love, triangle, amidst, social, unrest., Watch, Aparna, Sen, movie, hoichoi."
Movie,Gumnaami (Hindi),Drama,,How did Netaji disappear? This Bengali film directed by the renowned director Srijit Mukherji based on the famous Mukherjee Commission hearings. Watch the most talked about Bengali film of 2019 only on hoichoi.,U/A 7+,2,2015,Atanu Ghosh,"Abir Chatterjee, Raima Sen, Chiranjeet Chakraborty, Arunima Ghosh, Bratya Basu, Priyanka Sarkar, Kanchan Mullick, Neel Mukherjee, Biswanath Basu, Bhaswar Chatterjee, Paran Bandopadhyay, Kharaj Mukherjee",127,did Netaji disappear? Bengali film,did Netaji disappear?,"did, Netaji, disappear?, Bengali, film, directed, renowned, director, Srijit, Mukherji, based, famous, Mukherjee, Commission, hearings., Watch, talked, Bengali, film, 2019, hoichoi."
Movie,Shaheb Bibi Golaam,Thriller,,"A Bengali thriller about a former cop, a troubled housewife, and a cab driver in love, fighting the odds of the society. Watch Shaheb Bibi Golaam on hoichoi!",A 18+,5,2019,Aparna Sen,"Anirban Bhattacharya, Tuhina Das, Jisshu Sengupta",134,"Bengali thriller cop, troubled housewife,","Bengali thriller cop,","Bengali, thriller, cop,, troubled, housewife,, cab, driver, love,, fighting, odds, society., Watch, Shaheb, Bibi, Golaam, hoichoi!"
Movie,Gumnaami,Drama,,"How did Netaji disappear? This Bengali film raises the question, based on the Mukhejee Commission Hearings. Watch the Srijit Mukherji film on hoichoi.",U/A 7+,2,2019,Srijit Mukherji,"Prosenjit Chatterjee, Anirban Bhattacharya, Tanusree Chakraborty, Biplab Dasgupta, Shyamal Chakraborty, Surendra Rajan, Sanjay Gurbaxani, Akshay Kapoor, Satyam Bhattacharya, Shibashish Bandopadhyay, Prantik Banerjee",139,did Netaji disappear? Bengali film,did Netaji disappear?,"did, Netaji, disappear?, Bengali, film, raises, question,, based, Mukhejee, Commission, Hearings., Watch, Srijit, Mukherji, film, hoichoi."
Movie,Mukherjee dar Bou,Drama,,A Bengali film about a daughter-in-law and her mother-in-law. Will they find a way to mend their strained relationship? Watch this women-centric film on hoichoi!,U/A 7+,2,2016,Pratim D. Gupta,"Anjan Dutt, Swastika Mukherjee, Ritwick Chakraborty, Vikram Chatterjee, Parno Mittra",120,Bengali film daughter-in-law mother-in-law. way,Bengali film daughter-in-law,"Bengali, film, daughter-in-law, mother-in-law., way, mend, strained, relationship?, Watch, women-centric, film, hoichoi!"
Movie,Bheetu,Psychological,Thriller,A Bengali psycho-thriller about two sisters who get murdered. What will the investigations reveal about their past? Watch the Parno Mittra on hoichoi.,A 18+,5,2019,Srijit Mukherji,"Prosenjit Chattopadhyay, Anirban Bhattacharya, Tonushree Chakraborty",139,Bengali psycho-thriller sisters murdered. investigations,Bengali psycho-thriller sisters,"Bengali, psycho-thriller, sisters, murdered., investigations, reveal, past?, Watch, Parno, Mittra, hoichoi."
Movie,Boss,Action,,Surya is a don whose ladylove Rusha is the daughter of a police commissioner. How will he handle the contradictions? Watch the full movie on Hoichoi.,U/A 13+,3,2019,Pritha Chakraborty,"Koneenica Banerjee, Anusua Majumder, Biswanath Basu",125,Surya don ladylove Rusha daughter,Surya don ladylove,"Surya, don, ladylove, Rusha, daughter, police, commissioner., handle, contradictions?, Watch, movie, Hoichoi."
Movie,Flat No 609,Horror,,"A Bengali horror film about a couple moving into a new flat, only to face eerie situations. What secret awaits them? Watch the Bengali thriller on hoichoi.",U/A 16+,4,2015,Utsav Mukherjee,"Parno Mittra, Ritwick Chakraborty, Sudiptaa Chakraborty, Saheb Bhattacharjee, Kamaleswar Mukherjee, Anindya Pulak Banerjee",125,Bengali horror film couple moving,Bengali horror film,"Bengali, horror, film, couple, moving, new, flat,, face, eerie, situations., secret, awaits, them?, Watch, Bengali, thriller, hoichoi."
Movie,Rosogolla,Drama,,"A Bengali film based on the life of famous sweet-maker Nobin Chandra Das, about the making of Bengal’s favourite sweet. Watch Rosogolla on hoichoi!",U,1,2013,Baba Yadav,"Jeet, Chiranjeet, Subhashree Ganguly, Rajatava Dutta",138,Bengali film based life famous,Bengali film based,"Bengali, film, based, life, famous, sweet-maker, Nobin, Chandra, Das,, making, Bengal’s, favourite, sweet., Watch, Rosogolla, hoichoi!"
Movie,Ahare Mon,Romance,,A Bengali romantic drama about people connected by one common thread - love. Will their tales have a happy ending? Watch the Pratim D. Gupta movie on hoichoi.,U/A 7+,2,2018,Arindam Bhattacharya,"Abir Chatterjee, Tanusree Chakraborty, Soumitra Chatterjee, Pujarini Ghosh, Mamata Shankar",103,Bengali romantic drama people connected,Bengali romantic drama,"Bengali, romantic, drama, people, connected, common, thread, -, love., tales, happy, ending?, Watch, Pratim, D., Gupta, movie, hoichoi."
Movie,Bornoporichoy,Thriller,,"A Mainak Bhowmick thriller about a cop hunting a serial killer, nearly ruining his life. Will they find each other? Watch the Abir-Jisshu film on hoichoi. ",U/A 16+,4,2018,Pavel,"Ujaan Ganguly, Abantika Biswas, Bidipta Chakraborty, Rajatava Dutta",135,Mainak Bhowmick thriller cop hunting,Mainak Bhowmick thriller,"Mainak, Bhowmick, thriller, cop, hunting, serial, killer,, nearly, ruining, life., other?, Watch, Abir-Jisshu, film, hoichoi."
Movie,Goyenda Junior,Mystery,,A Bengali crime thriller about a teenaged detective investigating the perfect crime disguised as a natural death! Watch the film starring Rwitobroto Mukherjee.,U/A 7+,2,2018,Pratim D. Gupta,"Adil Hussain, Anjan Dutt, Ritwick Chakraborty, Mamata Shankar, Paoli Dam, Parno Mittra, Chitrangada Chakraborty",111,Bengali crime thriller teenaged detective,Bengali crime thriller,"Bengali, crime, thriller, teenaged, detective, investigating, perfect, crime, disguised, natural, death!, Watch, film, starring, Rwitobroto, Mukherjee."
